Ano;Mes;Dia;H;M;S;Dist(cm);Dist2(cm);T(°C);P(Pa)
2019;10;6;11;1;44;122.77;-559.22;34.03;101719.19
2019;10;6;11;1;45;120.68;-634.18;34.06;101719.42
2019;10;6;11;1;45;113.93;-634.18;34.11;101718.43
2019;10;6;11;1;46;106.34;-679.74;34.14;101717.97
2019;10;6;11;1;46;98.01;-634.18;34.17;101718.08
2019;10;6;11;1;47;91.31;-634.18;34.20;101718.47
2019;10;6;11;1;47;82.88;-732.35;34.25;101718.29
2019;10;6;11;1;48;77.96;-1367.34;34.28;101718.25
2019;10;6;11;1;49;71.49;349.41;34.32;101718.47
2019;10;6;11;1;49;65.72;154.91;34.35;101718.48
2019;10;6;11;1;50;58.89;79.46;34.40;101718.86
2019;10;6;11;1;50;54.69;75.05;34.43;101719.26
2019;10;6;11;1;51;51.31;51.68;34.45;101719.06
2019;10;6;11;1;51;48.99;56.29;34.48;101718.95
2019;10;6;11;1;52;47.40;49.52;34.54;101719.60
2019;10;6;11;1;52;46.44;46.14;34.57;101720.13
2019;10;6;11;1;53;45.70;42.80;34.60;101720.60
2019;10;6;11;1;54;45.42;47.53;34.63;101720.70
2019;10;6;11;1;54;43.96;39.91;34.66;101721.10
2019;10;6;11;1;55;43.20;37.09;34.71;101721.38
2019;10;6;11;1;55;43.42;39.09;34.74;101721.43
2019;10;6;11;1;56;42.52;34.03;34.77;101721.66
2019;10;6;11;1;56;41.79;32.96;34.79;101721.73
2019;10;6;11;1;57;41.53;32.51;34.85;101721.77
2019;10;6;11;1;57;42.01;31.96;34.87;101721.81
2019;10;6;11;1;58;44.81;37.24;34.90;101721.95
2019;10;6;11;1;59;49.91;68.03;34.92;101722.09
2019;10;6;11;1;59;59.19;94.54;34.95;101722.32
2019;10;6;11;2;0;67.29;103.89;35.00;101721.91
2019;10;6;11;2;0;75.97;188.94;35.03;101721.36
2019;10;6;11;2;1;86.31;127.73;35.06;101721.58
2019;10;6;11;2;1;95.05;1556.25;35.08;101720.89
2019;10;6;11;2;2;104.01;-634.18;35.12;101720.63
2019;10;6;11;2;3;112.90;-634.18;35.14;101720.17
2019;10;6;11;2;3;118.52;-679.74;35.16;101720.02
2019;10;6;11;2;4;124.30;-679.74;35.18;101719.34
2019;10;6;11;2;4;129.86;-634.18;35.22;101718.30
2019;10;6;11;2;5;131.02;-793.79;35.24;101717.78
2019;10;6;11;2;5;131.22;-679.74;35.26;101717.55
2019;10;6;11;2;6;132.01;-634.18;35.27;101717.02
2019;10;6;11;2;6;131.87;-1194.70;35.29;101716.16
2019;10;6;11;2;7;133.11;-634.18;35.31;101715.80
2019;10;6;11;2;8;133.18;-559.22;35.32;101715.22
2019;10;6;11;2;8;132.09;-634.18;35.34;101714.59
2019;10;6;11;2;9;131.70;-634.18;35.37;101713.98
2019;10;6;11;2;9;131.94;-732.35;35.39;101713.56
2019;10;6;11;2;10;130.65;-634.18;35.41;101713.06
2019;10;6;11;2;10;128.57;-634.18;35.43;101712.56
2019;10;6;11;2;11;127.26;-679.74;35.46;101712.12
2019;10;6;11;2;12;124.59;181.68;35.48;101712.00
2019;10;6;11;2;12;124.83;-634.18;35.49;101711.86
2019;10;6;11;2;13;125.53;-679.74;35.49;101711.55
2019;10;6;11;2;13;124.93;99.52;35.52;101711.17
2019;10;6;11;2;14;123.28;236.08;35.53;101710.38
2019;10;6;11;2;14;127.40;154.91;35.54;101710.35
2019;10;6;11;2;15;125.02;85.18;35.56;101709.77
2019;10;6;11;2;16;127.14;108.66;35.60;101709.23
2019;10;6;11;2;16;125.14;51.68;35.62;101709.46
2019;10;6;11;2;17;116.99;362.81;35.64;101708.91
2019;10;6;11;2;17;122.60;136.97;35.66;101709.19
2019;10;6;11;2;18;122.76;24.83;35.68;101709.49
2019;10;6;11;2;18;127.76;129.47;35.69;101709.01
2019;10;6;11;2;19;132.67;236.08;35.70;101709.28
2019;10;6;11;2;20;127.98;-634.18;35.70;101709.16
2019;10;6;11;2;20;130.14;74.46;35.69;101710.34
2019;10;6;11;2;21;129.56;-634.18;35.68;101710.61
2019;10;6;11;2;21;128.04;-793.79;35.67;101710.50
2019;10;6;11;2;22;126.63;-679.74;35.67;101710.89
2019;10;6;11;2;22;127.53;-634.18;35.65;101711.17
2019;10;6;11;2;23;128.18;-634.18;35.65;101711.70
2019;10;6;11;2;24;125.48;-679.74;35.64;101711.53
2019;10;6;11;2;24;123.98;-679.74;35.64;101711.15
2019;10;6;11;2;25;116.94;-732.35;35.63;101711.04
2019;10;6;11;2;25;107.78;-634.18;35.62;101711.48
2019;10;6;11;2;26;93.65;-2413.78;35.60;101712.28
2019;10;6;11;2;26;84.07;118275.11;35.59;101713.17
2019;10;6;11;2;27;76.28;523.34;35.55;101713.75
2019;10;6;11;2;28;69.89;269.73;35.54;101714.14
2019;10;6;11;2;28;65.14;109.92;35.55;101714.19
2019;10;6;11;2;29;59.91;75.05;35.54;101714.23
2019;10;6;11;2;29;51.90;99.52;35.52;101715.69
2019;10;6;11;2;30;46.92;52.25;35.50;101716.45
2019;10;6;11;2;30;42.47;33.78;35.49;101717.20
2019;10;6;11;2;31;40.46;35.43;35.47;101717.83
2019;10;6;11;2;31;38.32;35.83;35.46;101718.92
2019;10;6;11;2;32;37.57;31.64;35.46;101719.14
2019;10;6;11;2;33;37.03;32.51;35.45;101719.63
2019;10;6;11;2;33;36.82;29.94;35.44;101720.06
2019;10;6;11;2;34;36.72;32.51;35.43;101720.30
2019;10;6;11;2;34;36.28;30.91;35.42;101721.27
2019;10;6;11;2;35;36.18;32.40;35.41;101721.10
2019;10;6;11;2;35;36.92;28.15;35.41;101721.62
2019;10;6;11;2;36;50.25;34.78;35.42;101721.70
2019;10;6;11;2;36;60.91;50.58;35.44;101720.68
2019;10;6;11;2;37;70.99;50.58;35.45;101719.88
2019;10;6;11;2;38;80.02;523.34;35.47;101719.47
2019;10;6;11;2;38;87.11;-634.18;35.49;101718.97
2019;10;6;11;2;39;93.08;-679.74;35.51;101718.63
2019;10;6;11;2;39;97.90;-634.18;35.52;101717.93
2019;10;6;11;2;40;102.61;1556.25;35.53;101717.42
2019;10;6;11;2;40;109.14;-679.74;35.54;101716.98
2019;10;6;11;2;41;114.21;-953.83;35.55;101715.64
2019;10;6;11;2;42;122.13;-793.79;35.56;101715.50
2019;10;6;11;2;42;132.07;-634.18;35.56;101715.06
2019;10;6;11;2;43;137.72;-4928.13;35.57;101714.72
2019;10;6;11;2;43;140.06;-634.18;35.58;101713.30
2019;10;6;11;2;44;140.91;-634.18;35.60;101713.19
2019;10;6;11;2;44;142.09;-732.35;35.61;101713.09
2019;10;6;11;2;45;142.00;-679.74;35.62;101712.61
2019;10;6;11;2;46;141.02;-634.18;35.63;101711.29
2019;10;6;11;2;46;139.60;-634.18;35.64;101710.84
2019;10;6;11;2;47;135.44;-679.74;35.65;101710.36
2019;10;6;11;2;47;130.44;-634.18;35.66;101710.30
2019;10;6;11;2;48;127.86;-679.74;35.69;101709.99
2019;10;6;11;2;48;121.86;-634.18;35.71;101710.11
2019;10;6;11;2;49;114.70;269.73;35.74;101710.25
2019;10;6;11;2;50;103.21;-3240.41;35.76;101710.09
2019;10;6;11;2;50;87.43;-634.18;35.78;101710.57
2019;10;6;11;2;51;74.04;59.86;35.78;101710.95
2019;10;6;11;2;51;64.70;-559.22;35.78;101711.11
2019;10;6;11;2;52;56.03;523.34;35.78;101711.11
2019;10;6;11;2;52;47.29;39.91;35.78;101711.89
2019;10;6;11;2;53;43.04;48.26;35.78;101712.51
2019;10;6;11;2;54;41.33;33.90;35.78;101712.63
2019;10;6;11;2;54;41.07;35.56;35.78;101712.85
2019;10;6;11;2;55;41.12;34.52;35.79;101712.53
2019;10;6;11;2;55;40.38;60.24;35.79;101712.96
2019;10;6;11;2;56;40.92;42.99;35.79;101713.38
2019;10;6;11;2;56;40.51;-679.74;35.79;101713.60
2019;10;6;11;2;57;41.00;36.38;35.79;101713.90
2019;10;6;11;2;57;45.36;75.05;35.79;101714.24
2019;10;6;11;2;58;51.41;236.08;35.80;101714.49
2019;10;6;11;2;59;64.48;59.11;35.82;101714.38
2019;10;6;11;2;59;76.33;157.49;35.83;101714.09
2019;10;6;11;3;0;92.45;-634.18;35.88;101713.72
2019;10;6;11;3;0;109.23;-634.18;35.89;101713.21
2019;10;6;11;3;1;118.75;168.72;35.91;101712.70
2019;10;6;11;3;1;124.70;-559.22;35.94;101712.48
2019;10;6;11;3;2;130.85;-634.18;35.98;101711.80
2019;10;6;11;3;3;137.07;-634.18;36.01;101711.59
2019;10;6;11;3;3;142.22;-634.18;36.03;101711.03
2019;10;6;11;3;4;145.89;118275.11;36.06;101710.82
2019;10;6;11;3;4;148.46;-634.18;36.11;101710.80
2019;10;6;11;3;5;148.12;-634.18;36.14;101710.14
2019;10;6;11;3;5;147.51;-634.18;36.17;101710.08
2019;10;6;11;3;6;147.10;-634.18;36.23;101709.54
2019;10;6;11;3;7;146.59;-679.74;36.26;101709.10
2019;10;6;11;3;7;140.93;-634.18;36.28;101708.80
2019;10;6;11;3;8;130.46;-634.18;36.31;101708.65
2019;10;6;11;3;8;119.48;-732.35;36.37;101708.63
2019;10;6;11;3;9;103.12;113.89;36.39;101708.23
2019;10;6;11;3;9;91.17;118275.11;36.42;101708.27
2019;10;6;11;3;10;80.43;-4928.13;36.45;101708.64
2019;10;6;11;3;11;71.43;-679.74;36.49;101708.70
2019;10;6;11;3;11;61.69;77.51;36.51;101708.78
2019;10;6;11;3;12;53.35;59.86;36.53;101709.20
2019;10;6;11;3;12;47.92;57.67;36.55;101709.20
2019;10;6;11;3;13;45.12;36.52;36.58;101709.60
2019;10;6;11;3;13;43.27;38.45;36.62;101709.98
2019;10;6;11;3;14;43.32;39.91;36.64;101710.66
2019;10;6;11;3;14;44.91;43.59;36.66;101710.88
2019;10;6;11;3;15;50.12;52.54;36.67;101711.20
2019;10;6;11;3;16;60.30;80.13;36.68;101711.45
2019;10;6;11;3;16;76.40;98.48;36.68;101711.52
2019;10;6;11;3;17;93.16;115.28;36.68;101711.88
2019;10;6;11;3;17;101.92;80.13;36.67;101711.84
2019;10;6;11;3;18;109.34;-634.18;36.65;101712.36
2019;10;6;11;3;18;114.29;-1060.76;36.64;101712.55
2019;10;6;11;3;19;119.94;-679.74;36.63;101712.84
2019;10;6;11;3;20;128.01;111.21;36.61;101712.75
2019;10;6;11;3;20;134.69;-559.22;36.58;101712.36
2019;10;6;11;3;21;140.78;118275.11;36.56;101712.68
2019;10;6;11;3;21;136.60;-679.74;36.54;101712.72
2019;10;6;11;3;22;130.14;-634.18;36.52;101712.67
2019;10;6;11;3;22;123.64;-559.22;36.49;101712.84
2019;10;6;11;3;23;115.40;269.73;36.48;101713.03
2019;10;6;11;3;24;103.51;-634.18;36.46;101712.92
2019;10;6;11;3;24;95.88;-634.18;36.44;101712.80
2019;10;6;11;3;25;85.68;145.39;36.41;101712.89
2019;10;6;11;3;25;73.08;236.08;36.40;101713.02
2019;10;6;11;3;26;63.61;51.68;36.39;101713.20
2019;10;6;11;3;26;54.76;99.52;36.37;101713.23
2019;10;6;11;3;27;44.12;50.58;36.37;101713.89
2019;10;6;11;3;27;38.88;33.07;36.37;101714.41
2019;10;6;11;3;28;36.87;32.96;36.37;101714.75
2019;10;6;11;3;29;35.38;31.22;36.36;101714.67
2019;10;6;11;3;29;36.07;30.42;36.38;101715.32
2019;10;6;11;3;30;37.72;35.03;36.40;101715.67
2019;10;6;11;3;30;48.91;44.62;36.42;101715.51
2019;10;6;11;3;31;62.10;60.62;36.44;101715.38
2019;10;6;11;3;31;80.22;118275.11;36.49;101715.08
2019;10;6;11;3;32;99.18;-559.22;36.51;101714.91
2019;10;6;11;3;33;112.81;-634.18;36.52;101714.62
2019;10;6;11;3;33;121.67;-634.18;36.53;101714.13
2019;10;6;11;3;34;125.95;-634.18;36.54;101713.91
2019;10;6;11;3;34;132.45;-634.18;36.53;101713.17
2019;10;6;11;3;35;135.49;-732.35;36.53;101713.00
2019;10;6;11;3;35;127.19;-634.18;36.54;101712.70
2019;10;6;11;3;36;122.81;-679.74;36.55;101712.11
2019;10;6;11;3;37;119.39;-634.18;36.55;101712.06
2019;10;6;11;3;37;115.91;-4928.13;36.55;101712.23
2019;10;6;11;3;38;107.29;-634.18;36.55;101712.45
2019;10;6;11;3;38;94.78;-732.35;36.53;101712.67
2019;10;6;11;3;39;76.09;1862.60;36.52;101712.94
2019;10;6;11;3;39;58.85;-866.48;36.51;101713.18
2019;10;6;11;3;40;47.77;49.52;36.50;101713.80
2019;10;6;11;3;41;40.72;37.69;36.48;101714.73
2019;10;6;11;3;41;34.32;31.53;36.47;101715.05
2019;10;6;11;3;42;31.48;27.99;36.47;101715.72
2019;10;6;11;3;42;31.33;28.07;36.46;101716.47
2019;10;6;11;3;43;31.33;28.84;36.45;101717.02
2019;10;6;11;3;43;31.33;29.56;36.43;101717.38
2019;10;6;11;3;44;31.69;26.28;36.43;101717.65
2019;10;6;11;3;44;37.98;32.51;36.43;101717.95
2019;10;6;11;3;45;58.89;80.13;36.42;101717.92
2019;10;6;11;3;46;87.38;143.19;36.41;101717.20
2019;10;6;11;3;46;111.16;-634.18;36.40;101716.75
2019;10;6;11;3;47;120.70;-559.22;36.39;101716.86
2019;10;6;11;3;47;126.02;-634.18;36.38;101716.92
2019;10;6;11;3;48;131.80;-679.74;36.36;101716.38
2019;10;6;11;3;48;133.76;-634.18;36.35;101716.13
2019;10;6;11;3;49;120.85;28.93;36.35;101716.08
2019;10;6;11;3;50;114.22;90.91;36.37;101716.48
2019;10;6;11;3;50;114.27;80.82;36.41;101717.30
2019;10;6;11;3;51;109.97;48.26;36.44;101717.28
2019;10;6;11;3;51;105.60;99.52;36.46;101717.70
2019;10;6;11;3;52;108.09;39.91;36.49;101718.67
2019;10;6;11;3;52;114.87;37.69;36.54;101717.16
2019;10;6;11;3;53;109.67;34.90;36.57;101716.67
2019;10;6;11;3;53;110.57;33.31;36.59;101716.11
2019;10;6;11;3;54;107.73;37.69;36.62;101715.50
2019;10;6;11;3;55;109.38;37.84;36.66;101714.11
2019;10;6;11;3;55;110.99;55.96;36.67;101713.48
2019;10;6;11;3;56;110.14;60.62;36.69;101712.77
2019;10;6;11;3;56;114.04;47.77;36.70;101711.80
2019;10;6;11;3;57;112.95;59.11;36.73;101711.22
2019;10;6;11;3;57;115.84;72.74;36.74;101710.42
